Category,JEE Marks,MHT-CET Marks,Branch,10th Marks,12th Marks
ST,239,109,Computer Science,92,79
OBC,174,145,Biotechnology,72,54
OBC,47,200,Chemical Engineering,77,87
General,24,200,Computer Science,92,84
SC,32,125,Mechanical,53,80
General,18,71,Biotechnology,85,81
OBC,203,21,Chemical Engineering,67,49
SC,219,198,Chemical Engineering,53,74
ST,163,20,Computer Science,87,59
SC,157,156,Biotechnology,71,80
OBC,106,53,Computer Science,89,52
SC,92,184,Chemical Engineering,55,78
OBC,116,32,Mechanical,59,87
OBC,179,144,Biotechnology,74,48
ST,267,159,Electrical,90,93
General,175,124,Computer Science,50,81
SC,269,16,Computer Science,52,56
General,96,96,Biotechnology,74,77
General,175,70,Biotechnology,76,57
OBC,25,87,Mechanical,59,73
SC,141,144,Biotechnology,68,56
SC,194,9,Chemical Engineering,71,67
ST,21,0,Electrical,98,88
ST,142,186,Electrical,95,94
General,186,46,Chemical Engineering,61,94
OBC,38,200,Chemical Engineering,76,89
OBC,58,130,Civil,94,94
OBC,23,73,Biotechnology,61,72
OBC,149,113,Mechanical,73,86
ST,235,108,Computer Science,87,78
OBC,1,29,Biotechnology,98,57
ST,93,27,Civil,46,62
General,48,129,Civil,82,71
ST,76,39,Biotechnology,91,80
OBC,129,44,Civil,52,91
ST,57,36,Biotechnology,85,78
ST,244,102,Computer Science,94,79
OBC,11,62,Civil,84,56
SC,55,200,Mechanical,54,66
SC,64,190,Mechanical,56,66
General,236,167,Mechanical,49,59
ST,244,111,Computer Science,86,79
OBC,295,66,Mechanical,88,74
ST,62,28,Biotechnology,82,84
SC,289,51,Chemical Engineering,86,56
General,134,35,Electrical,97,86
OBC,211,129,Biotechnology,75,89
General,208,22,Chemical Engineering,60,67
OBC,277,155,Chemical Engineering,72,91
OBC,76,167,Mechanical,76,60
SC,29,90,Civil,71,69
OBC,7,154,Electrical,94,66
OBC,28,22,Chemical Engineering,53,66
SC,176,16,Mechanical,82,53
General,7,200,Computer Science,93,86
SC,266,125,Computer Science,60,71
General,164,116,Computer Science,50,83
OBC,179,49,Civil,62,80
SC,52,200,Mechanical,50,70
OBC,154,17,Electrical,69,47
SC,267,33,Computer Science,58,52
SC,51,184,Electrical,90,58
ST,132,199,Electrical,100,88
SC,224,183,Chemical Engineering,54,71
OBC,38,72,Biotechnology,57,71
SC,300,62,Chemical Engineering,84,52
SC,145,134,Biotechnology,73,56
SC,265,24,Computer Science,55,61
OBC,33,24,Chemical Engineering,48,64
OBC,108,46,Mechanical,63,90
ST,244,98,Computer Science,90,78
OBC,4,145,Biotechnology,59,70
OBC,72,85,Chemical Engineering,75,51
OBC,124,70,Electrical,91,79
ST,168,29,Computer Science,92,65
ST,147,63,Civil,74,73
OBC,197,33,Chemical Engineering,70,52
OBC,83,102,Civil,62,90
ST,152,7,Mechanical,71,88
OBC,105,59,Computer Science,86,53
ST,291,133,Computer Science,61,72
OBC,8,153,Electrical,93,70
General,46,121,Civil,81,69
OBC,112,52,Computer Science,95,55
SC,278,166,Civil,87,86
ST,244,135,Mechanical,82,67
General,196,9,Computer Science,85,68
OBC,276,199,Computer Science,67,79
OBC,133,61,Civil,49,91
General,108,168,Biotechnology,76,56
ST,147,0,Mechanical,71,95
SC,194,6,Chemical Engineering,68,51
OBC,222,116,Biotechnology,78,96
SC,270,123,Computer Science,60,77
General,228,175,Mechanical,49,62
SC,216,182,Chemical Engineering,55,75
OBC,49,0,Biotechnology,71,54
OBC,122,65,Electrical,96,82
ST,244,122,Mechanical,88,75
General,166,1,Computer Science,93,100
SC,187,10,Chemical Engineering,65,70
OBC,3,26,Biotechnology,93,58
OBC,76,139,Biotechnology,62,88
OBC,72,176,Mechanical,77,65
SC,35,182,Chemical Engineering,59,82
ST,258,145,Electrical,88,96
SC,160,133,Biotechnology,80,86
General,276,176,Mechanical,71,77
General,56,121,Civil,80,71
SC,52,190,Electrical,89,59
OBC,54,0,Biotechnology,66,48
OBC,54,0,Biotechnology,70,53
OBC,120,27,Mechanical,62,90
OBC,124,35,Mechanical,68,85
ST,65,36,Biotechnology,88,80
OBC,0,138,Biotechnology,62,79
General,118,24,Electrical,92,85
OBC,161,35,Electrical,65,71
ST,89,38,Civil,49,65
OBC,216,115,Biotechnology,72,85
ST,0,0,Electrical,49,51
SC,158,153,Biotechnology,69,84
OBC,122,53,Electrical,90,86
General,96,181,Biotechnology,74,60
ST,168,21,Computer Science,90,58
OBC,187,79,Mechanical,57,61
ST,298,200,Biotechnology,73,94
OBC,38,199,Chemical Engineering,77,85
SC,67,200,Mechanical,55,73
General,19,200,Computer Science,93,85
General,204,200,Biotechnology,97,85
General,279,175,Mechanical,71,86
ST,286,199,Biotechnology,70,94
OBC,33,65,Biotechnology,57,76
OBC,270,152,Chemical Engineering,71,85
SC,230,199,Chemical Engineering,48,74
OBC,118,69,Chemical Engineering,94,90
SC,167,30,Mechanical,89,48
General,171,79,Biotechnology,78,58
ST,27,0,Electrical,95,86
OBC,128,67,Chemical Engineering,97,92
OBC,37,197,Mechanical,88,55
General,277,172,Mechanical,70,78
OBC,191,150,Biotechnology,70,49
SC,275,114,Biotechnology,63,57
General,154,1,Computer Science,97,100
SC,193,11,Chemical Engineering,68,46
ST,93,173,Computer Science,89,94
OBC,174,141,Biotechnology,77,51
ST,67,24,Biotechnology,83,84
General,205,192,Biotechnology,93,86
OBC,87,188,Mechanical,74,100
SC,53,193,Mechanical,54,70
SC,277,133,Biotechnology,64,66
ST,291,200,Biotechnology,70,90
SC,185,14,Chemical Engineering,67,48
General,149,47,Civil,76,79
OBC,262,198,Computer Science,66,73
General,180,5,Computer Science,86,62
SC,155,156,Biotechnology,75,77
OBC,127,69,Chemical Engineering,100,92
OBC,178,151,Biotechnology,70,56
SC,296,53,Chemical Engineering,80,49
OBC,166,31,Electrical,65,68
SC,79,193,Chemical Engineering,56,79
OBC,186,46,Civil,63,88
SC,76,185,Electrical,59,84
OBC,85,134,Biotechnology,56,87
OBC,32,86,Mechanical,61,81
General,194,5,Electrical,55,89
General,117,192,Mechanical,87,84
OBC,39,60,Biotechnology,57,76
OBC,76,103,Civil,64,90
General,97,179,Biotechnology,76,56
OBC,49,138,Civil,93,94
SC,276,125,Computer Science,60,72
OBC,38,198,Chemical Engineering,77,90
General,238,181,Mechanical,95,75
General,266,168,Mechanical,65,82
SC,175,23,Mechanical,83,47
SC,282,33,Computer Science,54,59
SC,193,14,Chemical Engineering,62,52
SC,32,77,Civil,73,70
OBC,8,153,Electrical,100,67
OBC,128,66,Electrical,91,82
OBC,41,30,Chemical Engineering,47,66
General,189,36,Computer Science,66,80
OBC,52,191,Chemical Engineering,74,88
General,109,169,Biotechnology,71,54
SC,41,180,Chemical Engineering,61,83
ST,286,128,Computer Science,61,72
OBC,0,56,Civil,82,51
OBC,43,196,Chemical Engineering,72,85
SC,278,116,Biotechnology,65,57
General,204,34,Chemical Engineering,67,60
OBC,29,183,Mechanical,94,49
SC,56,183,Electrical,93,54
OBC,17,87,Mechanical,61,77
SC,146,135,Biotechnology,72,58
SC,275,32,Computer Science,57,58
OBC,188,47,Civil,58,84
OBC,276,145,Chemical Engineering,73,88
General,102,91,Biotechnology,81,71
General,191,35,Computer Science,69,81
SC,44,186,Electrical,91,61
OBC,74,171,Mechanical,78,63
ST,106,36,Civil,55,60
OBC,118,68,Chemical Engineering,95,89
ST,62,94,Electrical,100,65
SC,146,44,Mechanical,90,58
SC,33,166,Chemical Engineering,60,88
OBC,206,5,Biotechnology,64,71
OBC,120,43,Mechanical,64,84
SC,149,132,Biotechnology,67,60
ST,50,149,Mechanical,55,54
OBC,68,161,Mechanical,75,62
General,24,38,Biotechnology,66,77
SC,165,156,Biotechnology,68,85
SC,280,138,Computer Science,58,69
ST,80,176,Computer Science,97,94
OBC,275,138,Chemical Engineering,79,87
OBC,56,4,Biotechnology,67,47
ST,240,111,Computer Science,85,77
OBC,96,184,Mechanical,74,97
OBC,144,119,Mechanical,76,94
General,155,8,Computer Science,98,99
ST,225,99,Computer Science,86,79
General,118,200,Mechanical,85,89
OBC,122,64,Electrical,92,88
ST,265,156,Electrical,89,90
SC,164,150,Biotechnology,73,83
SC,78,182,Chemical Engineering,55,84
ST,78,173,Computer Science,96,98
ST,265,158,Electrical,89,89
OBC,55,197,Chemical Engineering,74,87
OBC,134,60,Electrical,97,82
ST,84,169,Computer Science,91,97
SC,153,134,Biotechnology,71,60
SC,292,166,Civil,87,95
OBC,118,27,Mechanical,62,83
SC,95,191,Chemical Engineering,56,81
ST,280,128,Computer Science,64,75
OBC,151,118,Mechanical,72,90
OBC,228,127,Biotechnology,81,97
General,50,120,Civil,84,69
SC,165,21,Mechanical,85,53
OBC,206,0,Biotechnology,56,69
SC,71,190,Electrical,67,92
General,190,38,Computer Science,64,76
ST,150,61,Civil,80,72
OBC,223,10,Biotechnology,65,73
ST,52,99,Electrical,94,60
General,153,0,Computer Science,99,98
OBC,190,27,Chemical Engineering,73,56
SC,128,45,Mechanical,91,60
OBC,72,159,Mechanical,83,56
OBC,216,122,Biotechnology,77,88
SC,102,116,Chemical Engineering,74,87
General,51,127,Civil,81,71
ST,4,0,Electrical,54,54
OBC,45,200,Chemical Engineering,72,90
OBC,26,66,Biotechnology,62,71
SC,42,179,Electrical,97,59
General,196,7,Electrical,55,92
ST,243,172,Chemical Engineering,87,58
OBC,7,42,Biotechnology,94,59
General,251,199,Electrical,74,59
OBC,0,30,Biotechnology,89,56
OBC,197,91,Mechanical,61,58
SC,279,21,Computer Science,61,59
ST,1,2,Electrical,48,53
OBC,228,114,Biotechnology,81,91
General,238,200,Electrical,79,61
ST,17,5,Electrical,49,60
OBC,285,66,Mechanical,88,79
General,38,126,Civil,80,73
OBC,15,77,Mechanical,61,81
OBC,206,0,Biotechnology,59,71
SC,61,200,Mechanical,49,69
General,190,6,Electrical,47,90
ST,146,183,Electrical,97,90
SC,104,125,Chemical Engineering,77,86
ST,109,38,Mechanical,62,93
ST,23,7,Electrical,94,83
OBC,118,44,Mechanical,59,88
OBC,210,121,Biotechnology,74,86
OBC,10,148,Biotechnology,59,75
OBC,188,142,Biotechnology,71,49
OBC,42,131,Civil,93,91
General,212,34,Chemical Engineering,58,60
OBC,48,0,Biotechnology,65,55
OBC,143,124,Mechanical,70,86
General,158,82,Biotechnology,69,62
SC,197,15,Chemical Engineering,72,69
General,98,101,Biotechnology,77,73
ST,16,7,Electrical,55,58
General,21,199,Computer Science,100,81
SC,271,115,Biotechnology,64,64
OBC,128,55,Civil,47,86
OBC,23,72,Biotechnology,56,79
OBC,179,40,Civil,56,86
ST,231,126,Mechanical,85,76
General,191,26,Computer Science,67,84
OBC,1,59,Civil,82,57
OBC,0,42,Biotechnology,91,59
OBC,13,142,Biotechnology,61,78
OBC,31,196,Mechanical,94,55
ST,158,77,Civil,78,75
OBC,1,46,Civil,81,59
OBC,117,61,Chemical Engineering,99,84
ST,17,3,Civil,57,77
OBC,134,69,Electrical,93,85
OBC,9,26,Biotechnology,90,59
ST,95,39,Civil,48,58
General,128,23,Electrical,91,89
SC,266,126,Computer Science,53,72
OBC,208,113,Biotechnology,71,87
OBC,123,44,Civil,53,92
General,184,23,Computer Science,72,80
OBC,156,13,Electrical,62,50
ST,194,182,Mechanical,87,77
OBC,72,96,Civil,71,91
ST,264,161,Electrical,91,96
ST,63,91,Electrical,99,62
OBC,126,46,Civil,51,90
General,181,5,Electrical,51,88
SC,76,185,Electrical,60,86
General,213,19,Chemical Engineering,62,66
OBC,14,77,Mechanical,59,79
OBC,47,198,Chemical Engineering,71,87
ST,231,98,Computer Science,89,71
OBC,33,195,Mechanical,97,53
OBC,274,155,Chemical Engineering,74,89
General,198,2,Electrical,47,87
SC,142,48,Mechanical,83,55
General,56,123,Civil,80,69
OBC,295,54,Mechanical,89,81
OBC,76,72,Chemical Engineering,76,58
ST,163,13,Computer Science,84,67
SC,287,154,Civil,89,89
OBC,124,55,Civil,48,92
ST,59,107,Electrical,96,67
OBC,105,59,Computer Science,86,59
SC,280,155,Civil,93,93
General,28,37,Biotechnology,65,74
OBC,47,200,Chemical Engineering,73,90
OBC,129,52,Civil,47,88
ST,109,24,Mechanical,58,95
OBC,264,187,Computer Science,75,78
OBC,64,89,Chemical Engineering,69,51
General,173,31,Computer Science,65,77
OBC,75,129,Biotechnology,61,87
OBC,266,193,Computer Science,67,80
SC,190,6,Chemical Engineering,72,67
General,101,90,Biotechnology,81,68
OBC,38,195,Mechanical,94,53
General,175,111,Computer Science,51,89
ST,9,8,Civil,58,84
SC,51,191,Mechanical,51,72
ST,292,200,Biotechnology,78,93
SC,184,8,Chemical Engineering,60,46
General,12,33,Biotechnology,67,80
OBC,49,132,Civil,93,94
General,9,193,Computer Science,94,86
SC,147,127,Biotechnology,70,59
SC,291,164,Civil,89,86
OBC,13,57,Civil,85,57
ST,74,21,Biotechnology,89,80
General,188,18,Electrical,47,87
OBC,192,34,Chemical Engineering,65,53
SC,93,183,Chemical Engineering,55,83
OBC,125,52,Electrical,91,85
ST,227,116,Computer Science,90,77
ST,149,5,Mechanical,76,92
General,170,113,Computer Science,49,83
OBC,130,61,Electrical,91,87
SC,188,17,Chemical Engineering,69,49
ST,199,195,Mechanical,89,80
General,189,34,Computer Science,69,79
OBC,181,51,Civil,56,88
OBC,208,0,Biotechnology,60,71
SC,37,79,Civil,80,66
SC,45,177,Electrical,92,59
General,117,198,Mechanical,93,85
General,216,192,Biotechnology,98,84
SC,63,190,Mechanical,52,74
OBC,205,21,Chemical Engineering,74,57
SC,96,192,Chemical Engineering,51,76
OBC,72,97,Civil,64,83
SC,75,185,Electrical,63,85
OBC,133,42,Civil,49,93
General,248,192,Electrical,76,58
ST,241,171,Chemical Engineering,84,64
ST,227,106,Computer Science,94,77
General,167,0,Computer Science,98,95
ST,130,195,Electrical,94,94
ST,293,128,Computer Science,58,77
General,19,27,Biotechnology,59,78
SC,300,67,Chemical Engineering,89,55
General,162,56,Civil,75,88
ST,229,153,Chemical Engineering,88,59
OBC,116,56,Chemical Engineering,100,85
OBC,189,44,Civil,57,81
ST,149,80,Civil,80,73
OBC,66,168,Mechanical,83,59
ST,199,188,Mechanical,92,76
SC,283,28,Computer Science,52,54
OBC,2,25,Biotechnology,95,59
SC,34,167,Chemical Engineering,67,79
General,209,34,Chemical Engineering,61,61
SC,159,164,Biotechnology,73,79
ST,88,170,Computer Science,88,98
OBC,67,96,Civil,63,85
ST,58,33,Biotechnology,87,87
OBC,180,55,Civil,59,88
General,249,182,Mechanical,89,78
ST,13,5,Civil,53,84
OBC,84,137,Biotechnology,57,85
OBC,30,59,Biotechnology,56,74
SC,262,124,Biotechnology,68,61
General,28,23,Biotechnology,66,75
General,15,74,Biotechnology,83,76
ST,11,18,Civil,53,76
OBC,134,110,Mechanical,79,87
ST,195,183,Mechanical,86,80
SC,273,120,Biotechnology,70,64
OBC,103,58,Computer Science,91,55
General,215,200,Biotechnology,95,82
ST,13,3,Electrical,46,56
OBC,186,86,Mechanical,58,63
General,265,183,Mechanical,67,83
General,161,130,Computer Science,53,81
General,57,129,Civil,79,73
SC,48,90,Civil,75,68
General,126,200,Mechanical,88,90
OBC,181,147,Biotechnology,68,47
General,110,167,Biotechnology,77,60
ST,229,100,Computer Science,85,76
General,119,29,Electrical,94,92
SC,270,135,Computer Science,55,69
ST,17,8,Electrical,54,57
OBC,100,59,Computer Science,92,51
OBC,283,146,Chemical Engineering,72,87
General,160,47,Civil,78,82
ST,158,62,Civil,73,73
ST,230,171,Chemical Engineering,84,55
SC,132,47,Mechanical,88,53
ST,294,194,Biotechnology,71,94
General,230,184,Mechanical,91,79
General,30,35,Biotechnology,68,80
ST,233,121,Mechanical,86,74
OBC,148,25,Electrical,68,51
OBC,129,52,Civil,45,93
General,252,189,Electrical,73,55
General,243,192,Electrical,74,62
General,174,28,Computer Science,66,77
OBC,198,54,Civil,64,82
SC,200,12,Chemical Engineering,69,62
SC,260,117,Biotechnology,70,58
General,243,175,Mechanical,94,75
OBC,125,28,Mechanical,64,87
SC,173,119,Biotechnology,73,88
OBC,49,199,Chemical Engineering,68,88
OBC,123,53,Electrical,93,85
General,129,200,Mechanical,87,89
SC,276,168,Civil,88,91
OBC,177,143,Biotechnology,69,56
ST,29,0,Electrical,92,84
SC,40,123,Mechanical,52,83
General,172,38,Computer Science,73,81
ST,89,178,Computer Science,90,100
General,100,92,Biotechnology,77,68
OBC,160,21,Electrical,65,51
OBC,160,17,Electrical,68,45
ST,13,0,Electrical,96,81
OBC,141,49,Civil,47,90
OBC,45,119,Civil,93,92
General,205,51,Chemical Engineering,67,90
General,165,0,Computer Science,93,100
SC,82,179,Chemical Engineering,55,76
OBC,123,57,Chemical Engineering,100,86
General,136,70,Mechanical,71,74
General,251,187,Electrical,79,53
General,28,37,Biotechnology,60,74
ST,232,118,Mechanical,84,73
ST,18,7,Electrical,98,89
OBC,85,197,Mechanical,73,100
OBC,41,200,Chemical Engineering,73,86
ST,59,22,Biotechnology,84,83
ST,200,194,Mechanical,93,71
OBC,33,75,Mechanical,57,79
OBC,0,36,Biotechnology,98,55
OBC,26,65,Biotechnology,53,78
ST,234,134,Mechanical,88,71
SC,267,119,Biotechnology,66,64
General,132,62,Mechanical,68,74
ST,10,9,Civil,59,83
SC,268,22,Computer Science,53,61
OBC,188,22,Chemical Engineering,67,50
SC,46,128,Mechanical,54,81
SC,168,124,Biotechnology,73,88
OBC,45,21,Chemical Engineering,52,62
SC,136,44,Mechanical,91,61
SC,90,181,Electrical,62,85
ST,229,106,Computer Science,94,78
General,24,66,Biotechnology,81,74
General,175,72,Biotechnology,78,62
ST,260,153,Electrical,88,94
OBC,41,196,Chemical Engineering,72,84
OBC,197,83,Mechanical,55,55
SC,164,162,Biotechnology,76,86
SC,136,40,Mechanical,83,58
ST,112,25,Mechanical,59,90
OBC,113,73,Chemical Engineering,95,84
OBC,0,64,Civil,85,56
SC,285,129,Computer Science,55,73
OBC,152,35,Electrical,68,73
OBC,45,125,Civil,95,93
OBC,151,126,Mechanical,72,89
General,100,98,Biotechnology,78,73
OBC,156,34,Electrical,69,73
OBC,16,89,Mechanical,56,78
OBC,180,149,Biotechnology,72,53
OBC,69,76,Chemical Engineering,76,53
ST,103,30,Mechanical,66,92
OBC,38,35,Chemical Engineering,55,61
General,15,71,Biotechnology,80,76
General,122,63,Mechanical,73,78
ST,14,0,Electrical,48,58
General,99,184,Biotechnology,69,61
OBC,137,58,Electrical,92,87
SC,163,149,Biotechnology,77,77
OBC,123,36,Mechanical,64,86
General,185,25,Computer Science,67,83
ST,114,32,Mechanical,58,88
General,249,181,Mechanical,96,76
SC,267,138,Computer Science,53,70
ST,30,12,Electrical,94,85
ST,227,114,Computer Science,85,80
ST,73,26,Biotechnology,90,81
SC,224,183,Chemical Engineering,51,80
General,191,11,Computer Science,84,63
OBC,27,66,Biotechnology,53,70
SC,94,194,Chemical Engineering,55,79
SC,148,141,Biotechnology,70,60
OBC,283,51,Mechanical,85,77
OBC,55,200,Chemical Engineering,73,85
OBC,126,63,Chemical Engineering,95,90
OBC,223,0,Biotechnology,61,75
ST,227,104,Computer Science,85,72
SC,49,191,Mechanical,51,74
General,247,200,Electrical,80,62
ST,62,24,Biotechnology,84,78
General,153,0,Computer Science,96,94
ST,24,14,Electrical,96,89
OBC,17,162,Electrical,94,67
SC,161,129,Biotechnology,72,85
ST,285,190,Biotechnology,77,90
General,108,179,Biotechnology,73,61
OBC,152,18,Electrical,63,53
ST,294,142,Computer Science,62,72
SC,285,155,Civil,88,86
ST,58,39,Biotechnology,90,80
SC,275,126,Biotechnology,62,66
SC,297,55,Chemical Engineering,88,58
OBC,290,50,Mechanical,90,82
OBC,33,186,Mechanical,90,55
SC,114,121,Chemical Engineering,79,95
OBC,24,61,Biotechnology,58,74
General,231,161,Mechanical,51,58
ST,142,190,Electrical,94,87
OBC,30,61,Biotechnology,54,75
OBC,278,138,Chemical Engineering,77,86
OBC,143,23,Electrical,63,49
ST,157,2,Mechanical,76,93
OBC,210,11,Biotechnology,60,75
OBC,181,95,Electrical,55,85
General,20,198,Computer Science,99,90
SC,142,139,Biotechnology,67,58
General,282,167,Mechanical,70,79
OBC,25,71,Biotechnology,61,71
SC,282,130,Computer Science,55,70
SC,84,194,Chemical Engineering,52,80
ST,234,169,Chemical Engineering,91,58
OBC,163,95,Electrical,54,79
ST,212,192,Mechanical,92,79
OBC,182,91,Electrical,48,82
General,185,21,Electrical,56,86
SC,58,197,Mechanical,50,69
SC,299,57,Chemical Engineering,89,54
OBC,79,122,Biotechnology,55,86
ST,231,131,Mechanical,79,73
General,102,97,Biotechnology,78,68
General,13,36,Biotechnology,68,82
General,189,35,Computer Science,68,78
SC,144,32,Mechanical,90,55
ST,148,74,Civil,82,75
General,162,8,Computer Science,92,97
General,111,175,Biotechnology,73,56
General,209,200,Biotechnology,90,80
OBC,128,70,Electrical,94,80
SC,270,20,Computer Science,56,56
General,24,56,Biotechnology,86,73
OBC,121,70,Chemical Engineering,100,84
OBC,194,76,Mechanical,56,61
General,110,178,Biotechnology,70,58
OBC,33,72,Biotechnology,60,77
General,40,122,Civil,79,70
SC,32,170,Chemical Engineering,66,86
SC,156,137,Biotechnology,67,53
OBC,112,43,Mechanical,67,82
SC,159,21,Mechanical,83,47
OBC,28,200,Mechanical,97,55
OBC,42,20,Chemical Engineering,53,60
OBC,52,200,Chemical Engineering,73,90
General,173,77,Biotechnology,78,61
ST,87,181,Computer Science,93,91
OBC,176,137,Biotechnology,73,52
SC,87,193,Electrical,62,91
General,196,4,Computer Science,86,59
SC,44,88,Civil,71,67
OBC,123,71,Chemical Engineering,97,92
General,241,164,Mechanical,55,61
ST,236,157,Chemical Engineering,87,64
OBC,127,73,Chemical Engineering,100,89
General,151,49,Civil,73,87
OBC,29,38,Chemical Engineering,52,61
General,116,197,Mechanical,85,91
General,97,184,Biotechnology,71,54
SC,150,141,Biotechnology,71,52
SC,193,10,Chemical Engineering,63,50
ST,211,193,Mechanical,95,72
OBC,115,68,Chemical Engineering,96,87
OBC,153,28,Electrical,68,73
General,202,50,Chemical Engineering,63,92
OBC,194,94,Mechanical,54,64
ST,91,165,Computer Science,91,92
OBC,15,163,Electrical,96,64
OBC,59,0,Biotechnology,64,50
OBC,211,125,Biotechnology,83,95
SC,51,187,Electrical,89,60
OBC,129,67,Chemical Engineering,93,93
ST,7,3,Electrical,49,51
ST,143,181,Electrical,95,93
